"discourse","annotator","predicate","rating","embedding","modal_type","factive","genre"
"BNC-94","A3TCFIPOBRZZB3","find",0,"conditional","none","yes","BNC"
"BNC-94","A36SM7QM8OK3H6","find",0,"conditional","none","yes","BNC"
"BNC-94","A3DFJV1RD653DQ","find",-1,"conditional","none","yes","BNC"
"BNC-94","A16G6PPH1INQL8","find",0,"conditional","none","yes","BNC"
"BNC-94","A1BWS5AD2T4NIR","find",0,"conditional","none","yes","BNC"
"BNC-94","A1GXFMAC759VRM","find",0,"conditional","none","yes","BNC"
"BNC-941","A1GXFMAC759VRM","realize",3,"modal","EP","yes","BNC"
"BNC-941","A240OTT1T85UGT","realize",2,"modal","EP","yes","BNC"
"BNC-941","A1945USNZHTROX","realize",3,"modal","EP","yes","BNC"
"BNC-941","A3QAHF4UUBM7ZO","realize",-1,"modal","EP","yes","BNC"
"BNC-941","A1MJVTR0PCKBWW","realize",-2,"modal","EP","yes","BNC"
"BNC-941","A36SM7QM8OK3H6","realize",2,"modal","EP","yes","BNC"
"BNC-941","A2NT3OQZUUZPEO","realize",3,"modal","EP","yes","BNC"
"BNC-941","A75XDPFNICR3T","realize",2,"modal","EP","yes","BNC"
"BNC-941","A150GMV1YQWWB3","realize",2,"modal","EP","yes","BNC"
"BNC-946","A3LJ2FHESYV9QQ","remember",0,"modal","EP","yes","BNC"
"BNC-946","A35C12CR628WKD","remember",3,"modal","EP","yes","BNC"
"BNC-946","A3TY2K1HBA19PO","remember",2,"modal","EP","yes","BNC"
"BNC-946","A25YG9M911WA3T","remember",3,"modal","EP","yes","BNC"
"BNC-946","A24LC97AU3QC7G","remember",2,"modal","EP","yes","BNC"
"BNC-946","A36SM7QM8OK3H6","remember",3,"modal","EP","yes","BNC"
"BNC-946","A2541C8MY0BYV3","remember",3,"modal","EP","yes","BNC"
"BNC-946","A3609GDWR2JCCA","remember",3,"modal","EP","yes","BNC"
"BNC-946","A1945USNZHTROX","remember",3,"modal","EP","yes","BNC"
"BNC-947","A2CJYS92WX7HN6","remember",2,"modal","AB","yes","BNC"
"BNC-947","A1MJVTR0PCKBWW","remember",3,"modal","AB","yes","BNC"
"BNC-947","A1GXFMAC759VRM","remember",3,"modal","AB","yes","BNC"
"BNC-947","A28AX4H70DPKKK","remember",3,"modal","AB","yes","BNC"
"BNC-947","A36SM7QM8OK3H6","remember",2,"modal","AB","yes","BNC"
"BNC-947","AC5UD8N187QD6","remember",1,"modal","AB","yes","BNC"
"BNC-947","A3DFJV1RD653DQ","remember",2,"modal","AB","yes","BNC"
"BNC-947","A32TGAK321JDFF","remember",3,"modal","AB","yes","BNC"
"BNC-947","A1IXH2QLUU5BKZ","remember",2,"modal","AB","yes","BNC"
"BNC-954","A1BWS5AD2T4NIR","remember",3,"modal","AB","yes","BNC"
"BNC-954","A16G6PPH1INQL8","remember",3,"modal","AB","yes","BNC"
"BNC-954","A2NA2OJT15COZY","remember",2,"modal","AB","yes","BNC"
"BNC-954","A3TCFIPOBRZZB3","remember",3,"modal","AB","yes","BNC"
"BNC-954","AC5UD8N187QD6","remember",1,"modal","AB","yes","BNC"
"BNC-954","A36SM7QM8OK3H6","remember",3,"modal","AB","yes","BNC"
"BNC-954","A1GXFMAC759VRM","remember",3,"modal","AB","yes","BNC"
"BNC-954","A3DFJV1RD653DQ","remember",2,"modal","AB","yes","BNC"
"BNC-957","A34930YXVQ8SUT","remember",3,"modal","EP","yes","BNC"
"BNC-957","A2OVX9UW5WANQE","remember",3,"modal","EP","yes","BNC"
"BNC-957","A1UWJTUVGAAF6D","remember",3,"modal","EP","yes","BNC"
"BNC-957","A150GMV1YQWWB3","remember",3,"modal","EP","yes","BNC"
"BNC-957","A1GXFMAC759VRM","remember",3,"modal","EP","yes","BNC"
"BNC-957","A25YG9M911WA3T","remember",3,"modal","EP","yes","BNC"
"BNC-957","A1945USNZHTROX","remember",3,"modal","EP","yes","BNC"
"BNC-957","A36SM7QM8OK3H6","remember",3,"modal","EP","yes","BNC"
"BNC-963","A3LJ2FHESYV9QQ","say",3,"modal","AB","no","BNC"
"BNC-963","A1GXFMAC759VRM","say",3,"modal","AB","no","BNC"
"BNC-963","A150GMV1YQWWB3","say",3,"modal","AB","no","BNC"
"BNC-963","A2541C8MY0BYV3","say",2,"modal","AB","no","BNC"
"BNC-963","A3OXRDSUN9F10I","say",3,"modal","AB","no","BNC"
"BNC-963","A1945USNZHTROX","say",3,"modal","AB","no","BNC"
"BNC-963","A3RVYJNYREMTAH","say",3,"modal","AB","no","BNC"
"BNC-963","A25YG9M911WA3T","say",2,"modal","AB","no","BNC"
"BNC-963","A36SM7QM8OK3H6","say",3,"modal","AB","no","BNC"
"BNC-967","A125KW9P18V5Z1","say",3,"modal","AB","no","BNC"
"BNC-967","AC5UD8N187QD6","say",1,"modal","AB","no","BNC"
"BNC-967","AFN5VMMGYPF1I","say",3,"modal","AB","no","BNC"
"BNC-967","A36SM7QM8OK3H6","say",3,"modal","AB","no","BNC"
"BNC-967","A1945USNZHTROX","say",3,"modal","AB","no","BNC"
"BNC-967","A1GXFMAC759VRM","say",3,"modal","AB","no","BNC"
"BNC-967","A25YG9M911WA3T","say",2,"modal","AB","no","BNC"
"BNC-967","A7KLTVEIASF4J","say",0,"modal","AB","no","BNC"
"BNC-971","A2R794P3E8X0MK","say",2,"modal","CI","no","BNC"
"BNC-971","A04548021K19SQXHSP0XC","say",0,"modal","CI","no","BNC"
"BNC-971","A3G5IPGLH1IIZN","say",3,"modal","CI","no","BNC"
"BNC-971","A245RS8249R2TA","say",3,"modal","CI","no","BNC"
"BNC-971","A2Z750U1HCWVEE","say",1,"modal","CI","no","BNC"
"BNC-971","A32QJF67JMJFKX","say",3,"modal","CI","no","BNC"
"BNC-971","A3U2UNSYDPS933","say",-1,"modal","CI","no","BNC"
"BNC-971","A14WLAP6TCEKO0","say",3,"modal","CI","no","BNC"
"BNC-971","A25YG9M911WA3T","say",1,"modal","CI","no","BNC"
"BNC-972","A1GZOEMTN2KYDA","say",2,"modal","AB","no","BNC"
"BNC-972","A5EU1AQJNC7F2","say",0,"modal","AB","no","BNC"
"BNC-972","AYH6G17Q8FY3B","say",2,"modal","AB","no","BNC"
"BNC-972","AC5UD8N187QD6","say",0,"modal","AB","no","BNC"
"BNC-972","A32QJF67JMJFKX","say",0,"modal","AB","no","BNC"
"BNC-972","A1NM7ZPZ3NH412","say",2,"modal","AB","no","BNC"
"BNC-972","A3CZFTXS9EQSY3","say",1,"modal","AB","no","BNC"
"BNC-972","A36SM7QM8OK3H6","say",2,"modal","AB","no","BNC"
"BNC-972","A150GMV1YQWWB3","say",0,"modal","AB","no","BNC"
"BNC-973","A21KGSK2BDVWOA","say",3,"modal","AB","no","BNC"
"BNC-973","A5EU1AQJNC7F2","say",0,"modal","AB","no","BNC"
"BNC-973","A1945USNZHTROX","say",0,"modal","AB","no","BNC"
"BNC-973","A2GAQZAZWV01PU","say",0,"modal","AB","no","BNC"
"BNC-973","A1NM7ZPZ3NH412","say",0,"modal","AB","no","BNC"
"BNC-973","A32QJF67JMJFKX","say",1,"modal","AB","no","BNC"
"BNC-973","A2YGAEODJ5SSF6","say",-1,"modal","AB","no","BNC"
"BNC-973","A2BA9Y6VGW6WS1","say",2,"modal","AB","no","BNC"
"BNC-978","A3I6JPGXHWY9FS","say",-1,"modal","CI","no","BNC"
"BNC-978","A3UTFL5JHRQCM1","say",-2,"modal","CI","no","BNC"
"BNC-978","A2J1VDVDYZRK29","say",2,"modal","CI","no","BNC"
"BNC-978","A32QJF67JMJFKX","say",0,"modal","CI","no","BNC"
"BNC-978","A3S1TLYMH9WWUG","say",-3,"modal","CI","no","BNC"
"BNC-978","A1FP3SH704X01V","say",-3,"modal","CI","no","BNC"
"BNC-978","A36SM7QM8OK3H6","say",-3,"modal","CI","no","BNC"
"BNC-978","A2BA9Y6VGW6WS1","say",-2,"modal","CI","no","BNC"
"BNC-978","A1NM7ZPZ3NH412","say",0,"modal","CI","no","BNC"
"BNC-979","A3D2U4QF7821ZW","say",3,"modal","CI","no","BNC"
"BNC-979","A28FMRMS9TMEOZ","say",3,"modal","CI","no","BNC"
"BNC-979","A1NM7ZPZ3NH412","say",3,"modal","CI","no","BNC"
"BNC-979","A1MGXQW1EEKE20","say",3,"modal","CI","no","BNC"
"BNC-979","A2YO837C0O1E91","say",3,"modal","CI","no","BNC"
"BNC-979","A2YCMT5BPA0AG9","say",2,"modal","CI","no","BNC"
"BNC-979","A17J1CE7N49Z9D","say",0,"modal","CI","no","BNC"
"BNC-979","A1FP3SH704X01V","say",3,"modal","CI","no","BNC"
"BNC-979","A36SM7QM8OK3H6","say",3,"modal","CI","no","BNC"
"BNC-979","A3UEJQ4EJB9DBD","say",2,"modal","CI","no","BNC"
"BNC-980","A36SM7QM8OK3H6","say",2,"modal","EP","no","BNC"
"BNC-980","A1F9KLZGHE9DTA","say",1,"modal","EP","no","BNC"
"BNC-980","A32QJF67JMJFKX","say",0,"modal","EP","no","BNC"
"BNC-980","A1L3937MY09J3I","say",0,"modal","EP","no","BNC"
"BNC-980","A3AFC26CB0AXMI","say",1,"modal","EP","no","BNC"
"BNC-980","A28FMRMS9TMEOZ","say",1,"modal","EP","no","BNC"
"BNC-980","AMPMTF5IAAMK8","say",1,"modal","EP","no","BNC"
"BNC-980","A1FP3SH704X01V","say",3,"modal","EP","no","BNC"
"BNC-980","ATADQXPHL10Y8","say",3,"modal","EP","no","BNC"
"BNC-980","A5EU1AQJNC7F2","say",1,"modal","EP","no","BNC"
"BNC-986","A36TE52PSYAAD6","say",-3,"modal","AB","no","BNC"
"BNC-986","A3843S9LWPDN2K","say",-3,"modal","AB","no","BNC"
"BNC-986","A1AA0WXXEHPM3V","say",-3,"modal","AB","no","BNC"
"BNC-986","A32QJF67JMJFKX","say",-3,"modal","AB","no","BNC"
"BNC-986","A5EU1AQJNC7F2","say",2,"modal","AB","no","BNC"
"BNC-986","A36SM7QM8OK3H6","say",-3,"modal","AB","no","BNC"
"BNC-986","A1FP3SH704X01V","say",-3,"modal","AB","no","BNC"
"BNC-986","A23KAJRDVCVGOE","say",0,"modal","AB","no","BNC"
"BNC-989","A2JP9IKRHNLRPI","say",-2,"modal","EP","no","BNC"
"BNC-989","A36SM7QM8OK3H6","say",1,"modal","EP","no","BNC"
"BNC-989","A5EU1AQJNC7F2","say",1,"modal","EP","no","BNC"
"BNC-989","A37S96RT1P1IT2","say",2,"modal","EP","no","BNC"
"BNC-989","A17ELSQUMU0QT6","say",3,"modal","EP","no","BNC"
"BNC-989","AYKZ9H4BNW810","say",0,"modal","EP","no","BNC"
"BNC-989","A32QJF67JMJFKX","say",0,"modal","EP","no","BNC"
"BNC-989","A39Q4SNT7SRK94","say",3,"modal","EP","no","BNC"
"BNC-989","A4J4GGMKJ68L0","say",0,"modal","EP","no","BNC"
"BNC-989","AMPMTF5IAAMK8","say",1,"modal","EP","no","BNC"
"BNC-996","A18LPAFMK1B06K","say",-1,"modal","EP","no","BNC"
"BNC-996","A1F9KLZGHE9DTA","say",-2,"modal","EP","no","BNC"
"BNC-996","A30MP4LXV4MIFD","say",-2,"modal","EP","no","BNC"
"BNC-996","A110KENBXU7SUJ","say",1,"modal","EP","no","BNC"
"BNC-996","A1QA5EWFMNKGTA","say",-2,"modal","EP","no","BNC"
"BNC-996","A32QJF67JMJFKX","say",1,"modal","EP","no","BNC"
"BNC-996","A1MJVTR0PCKBWW","say",3,"modal","EP","no","BNC"
"BNC-996","A3JFUVCSJ8MRVE","say",-1,"modal","EP","no","BNC"
"BNC-996","AOTF48KUV9KWM","say",1,"modal","EP","no","BNC"
"BNC-996","A13PXTFOXDCKBF","say",1,"modal","EP","no","BNC"
"BNC-996","A5EU1AQJNC7F2","say",2,"modal","EP","no","BNC"
"BNC-996","A4J4GGMKJ68L0","say",0,"modal","EP","no","BNC"
"SWBD-1","A110KENBXU7SUJ","believe",0,"conditional","none","no","SWBD"
"SWBD-1","A2ONILC0LZKG6Y","believe",1,"conditional","none","no","SWBD"
"SWBD-1","A2WCXJZEXXR60A","believe",2,"conditional","none","no","SWBD"
"SWBD-1","A1GXFMAC759VRM","believe",2,"conditional","none","no","SWBD"
"SWBD-1","A05977571SZ38O16ESGP8","believe",2,"conditional","none","no","SWBD"
"SWBD-1","A2P065E9CYMYJL","believe",2,"conditional","none","no","SWBD"
"SWBD-1","APGX2WZ59OWDN","believe",1,"conditional","none","no","SWBD"
"SWBD-1","A2EOOF9D135HQ1","believe",0,"conditional","none","no","SWBD"
"SWBD-1","A2JP9IKRHNLRPI","believe",2,"conditional","none","no","SWBD"
"SWBD-10","ASI2B6A3Y556Z","know",0,"conditional","none","yes","SWBD"
"SWBD-10","A05977571SZ38O16ESGP8","know",1,"conditional","none","yes","SWBD"
"SWBD-10","APGX2WZ59OWDN","know",3,"conditional","none","yes","SWBD"
"SWBD-10","AC5UD8N187QD6","know",0,"conditional","none","yes","SWBD"
"SWBD-10","AAASQIW3J32OL","know",3,"conditional","none","yes","SWBD"
"SWBD-10","A1SLM4JRDIM430","know",1,"conditional","none","yes","SWBD"
"SWBD-10","AR1IWBDA7MC86","know",0,"conditional","none","yes","SWBD"
"SWBD-10","A1945USNZHTROX","know",3,"conditional","none","yes","SWBD"
"SWBD-100","A18LPAFMK1B06K","convince",-2,"negation","none","no","SWBD"
"SWBD-100","A1DS5O8MSI3ZH0","convince",-1,"negation","none","no","SWBD"
"SWBD-100","A2IKPU88PDQTMF","convince",2,"negation","none","no","SWBD"
"SWBD-100","A1GXFMAC759VRM","convince",1,"negation","none","no","SWBD"
"SWBD-100","A110KENBXU7SUJ","convince",-1,"negation","none","no","SWBD"
"SWBD-100","A239EUWY6SNDEZ","convince",0,"negation","none","no","SWBD"
"SWBD-100","ATF7HBD1TFI2U","convince",-1,"negation","none","no","SWBD"
"SWBD-100","A1DABMXVWWL0TR","convince",0,"negation","none","no","SWBD"
"SWBD-101","A2AMQX0BQZXG9N","think",-2,"negation","none","no","SWBD"
"SWBD-101","A3VRDQJNM1IC0E","think",-3,"negation","none","no","SWBD"
"SWBD-101","A3W6T1WDYXMR3","think",-2,"negation","none","no","SWBD"
"SWBD-101","A2P065E9CYMYJL","think",-1,"negation","none","no","SWBD"
"SWBD-101","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-101","A36SM7QM8OK3H6","think",-3,"negation","none","no","SWBD"
"SWBD-101","A39GADIK8RLMVC","think",-3,"negation","none","no","SWBD"
"SWBD-101","A27SMEOPKV84VI","think",-2,"negation","none","no","SWBD"
"SWBD-101","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-102","AW0MG225VXWCN","know",-3,"negation","none","yes","SWBD"
"SWBD-102","A1MJVTR0PCKBWW","know",-1,"negation","none","yes","SWBD"
"SWBD-102","A28HB7240OFGEW","know",0,"negation","none","yes","SWBD"
"SWBD-102","AS0M9S5W52N4M","know",-1,"negation","none","yes","SWBD"
"SWBD-102","A110KENBXU7SUJ","know",-2,"negation","none","yes","SWBD"
"SWBD-102","A36SM7QM8OK3H6","know",-2,"negation","none","yes","SWBD"
"SWBD-102","A1GXFMAC759VRM","know",-3,"negation","none","yes","SWBD"
"SWBD-102","A3S300T3IVQ2GC","know",-2,"negation","none","yes","SWBD"
"SWBD-102","A39GADIK8RLMVC","know",-2,"negation","none","yes","SWBD"
"SWBD-102","A2AMQX0BQZXG9N","know",-3,"negation","none","yes","SWBD"
"SWBD-102","ASI2B6A3Y556Z","know",-1,"negation","none","yes","SWBD"
"SWBD-103","A110KENBXU7SUJ","believe",-2,"negation","none","no","SWBD"
"SWBD-103","A1945USNZHTROX","believe",-3,"negation","none","no","SWBD"
"SWBD-103","A3IJTM1XM7FE15","believe",-3,"negation","none","no","SWBD"
"SWBD-103","A18LPAFMK1B06K","believe",-1,"negation","none","no","SWBD"
"SWBD-103","A16SAB417Y96G4","believe",-2,"negation","none","no","SWBD"
"SWBD-103","A38DXFI1TZA295","believe",-3,"negation","none","no","SWBD"
"SWBD-103","A1GXFMAC759VRM","believe",-3,"negation","none","no","SWBD"
"SWBD-103","A2CJYS92WX7HN6","believe",-2,"negation","none","no","SWBD"
"SWBD-103","AIXIAGX87039O","believe",-3,"negation","none","no","SWBD"
"SWBD-104","A1MJVTR0PCKBWW","know",-2,"negation","none","yes","SWBD"
"SWBD-104","A1MJHGH55K3O0","know",3,"negation","none","yes","SWBD"
"SWBD-104","APITQRRX2PADB","know",-2,"negation","none","yes","SWBD"
"SWBD-104","A3F6SDO4GYBE4Y","know",-1,"negation","none","yes","SWBD"
"SWBD-104","A3S300T3IVQ2GC","know",-3,"negation","none","yes","SWBD"
"SWBD-104","A39GADIK8RLMVC","know",-2,"negation","none","yes","SWBD"
"SWBD-104","A1GXFMAC759VRM","know",-3,"negation","none","yes","SWBD"
"SWBD-104","A36SM7QM8OK3H6","know",-1,"negation","none","yes","SWBD"
"SWBD-104","A2AMQX0BQZXG9N","know",-3,"negation","none","yes","SWBD"
"SWBD-104","A2IQ0QCTQ3KWLT","know",-2,"negation","none","yes","SWBD"
"SWBD-105","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-105","AW0MG225VXWCN","think",-1,"negation","none","no","SWBD"
"SWBD-105","A36SM7QM8OK3H6","think",-2,"negation","none","no","SWBD"
"SWBD-105","A3S300T3IVQ2GC","think",-2,"negation","none","no","SWBD"
"SWBD-105","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-105","ABL3H3O3BI8ZD","think",-1,"negation","none","no","SWBD"
"SWBD-105","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-105","A18LPAFMK1B06K","think",3,"negation","none","no","SWBD"
"SWBD-105","A2P065E9CYMYJL","think",-1,"negation","none","no","SWBD"
"SWBD-105","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-106","A3454T4PU9GJM0","know",0,"negation","none","yes","SWBD"
"SWBD-106","AVJUIF9QHQRY8","know",-2,"negation","none","yes","SWBD"
"SWBD-106","AFN5VMMGYPF1I","know",0,"negation","none","yes","SWBD"
"SWBD-106","A18LPAFMK1B06K","know",-1,"negation","none","yes","SWBD"
"SWBD-106","A35K3YVCX1LVPE","know",-3,"negation","none","yes","SWBD"
"SWBD-106","A3T61LJ1WNOL6Z","know",2,"negation","none","yes","SWBD"
"SWBD-106","A3QNMUHAFAJRQO","know",0,"negation","none","yes","SWBD"
"SWBD-106","A2AMQX0BQZXG9N","know",-2,"negation","none","yes","SWBD"
"SWBD-106","A1GXFMAC759VRM","know",0,"negation","none","yes","SWBD"
"SWBD-106","APGX2WZ59OWDN","know",-1,"negation","none","yes","SWBD"
"SWBD-107","A36SM7QM8OK3H6","know",-2,"negation","none","yes","SWBD"
"SWBD-107","A39GADIK8RLMVC","know",-2,"negation","none","yes","SWBD"
"SWBD-107","APITQRRX2PADB","know",-1,"negation","none","yes","SWBD"
"SWBD-107","A2AMQX0BQZXG9N","know",-3,"negation","none","yes","SWBD"
"SWBD-107","A1GXFMAC759VRM","know",-2,"negation","none","yes","SWBD"
"SWBD-107","A3SX229VS1X6B6","know",0,"negation","none","yes","SWBD"
"SWBD-107","ASI2B6A3Y556Z","know",-2,"negation","none","yes","SWBD"
"SWBD-107","APGX2WZ59OWDN","know",-1,"negation","none","yes","SWBD"
"SWBD-108","A6B8DOH3KV5SL","guess",-2,"negation","none","no","SWBD"
"SWBD-108","A2WCXJZEXXR60A","guess",-2,"negation","none","no","SWBD"
"SWBD-108","A2ZRF4I5RTKN7G","guess",-2,"negation","none","no","SWBD"
"SWBD-108","A2EOOF9D135HQ1","guess",-2,"negation","none","no","SWBD"
"SWBD-108","A2P065E9CYMYJL","guess",1,"negation","none","no","SWBD"
"SWBD-108","AM8OWAW9TUVLN","guess",1,"negation","none","no","SWBD"
"SWBD-108","A1GXFMAC759VRM","guess",-3,"negation","none","no","SWBD"
"SWBD-108","A1IBVWKNX3OKK7","guess",-3,"negation","none","no","SWBD"
"SWBD-109","A1MJHGH55K3O0","think",-3,"negation","none","no","SWBD"
"SWBD-109","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-109","A1DABMXVWWL0TR","think",-3,"negation","none","no","SWBD"
"SWBD-109","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-109","AAASQIW3J32OL","think",-2,"negation","none","no","SWBD"
"SWBD-109","A24LC97AU3QC7G","think",3,"negation","none","no","SWBD"
"SWBD-109","A3GLMBZSG3VU4P","think",-2,"negation","none","no","SWBD"
"SWBD-109","A27SMEOPKV84VI","think",-2,"negation","none","no","SWBD"
"SWBD-109","A3F6SDO4GYBE4Y","think",-1,"negation","none","no","SWBD"
"SWBD-109","A1EQ2HDHF2WWSY","think",-2,"negation","none","no","SWBD"
"SWBD-11","A3GM78FCDY293T","feel",0,"conditional","none","no","SWBD"
"SWBD-11","A1MJVTR0PCKBWW","feel",2,"conditional","none","no","SWBD"
"SWBD-11","A2JP9IKRHNLRPI","feel",2,"conditional","none","no","SWBD"
"SWBD-11","A1GXFMAC759VRM","feel",0,"conditional","none","no","SWBD"
"SWBD-11","A2WCXJZEXXR60A","feel",0,"conditional","none","no","SWBD"
"SWBD-11","APO6KZZ79PO9Q","feel",0,"conditional","none","no","SWBD"
"SWBD-11","APGX2WZ59OWDN","feel",0,"conditional","none","no","SWBD"
"SWBD-11","AE60SK1Y79RGK","feel",0,"conditional","none","no","SWBD"
"SWBD-11","A27SMEOPKV84VI","feel",0,"conditional","none","no","SWBD"
"SWBD-110","A2JP9IKRHNLRPI","realize",2,"negation","none","yes","SWBD"
"SWBD-110","A3GM78FCDY293T","realize",1,"negation","none","yes","SWBD"
"SWBD-110","AE60SK1Y79RGK","realize",3,"negation","none","yes","SWBD"
"SWBD-110","APGX2WZ59OWDN","realize",2,"negation","none","yes","SWBD"
"SWBD-110","A27SMEOPKV84VI","realize",-1,"negation","none","yes","SWBD"
"SWBD-110","A1MJVTR0PCKBWW","realize",-3,"negation","none","yes","SWBD"
"SWBD-110","A1GXFMAC759VRM","realize",2,"negation","none","yes","SWBD"
"SWBD-110","A2WCXJZEXXR60A","realize",-3,"negation","none","yes","SWBD"
"SWBD-110","APO6KZZ79PO9Q","realize",-3,"negation","none","yes","SWBD"
"SWBD-111","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-111","A110KENBXU7SUJ","think",-1,"negation","none","no","SWBD"
"SWBD-111","A239EUWY6SNDEZ","think",-3,"negation","none","no","SWBD"
"SWBD-111","AZGBKAM5JUV5A","think",-3,"negation","none","no","SWBD"
"SWBD-111","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-111","A11S43P3WNLIZD","think",1,"negation","none","no","SWBD"
"SWBD-111","A1GXFMAC759VRM","think",-3,"negation","none","no","SWBD"
"SWBD-111","A2IKPU88PDQTMF","think",-2,"negation","none","no","SWBD"
"SWBD-111","A3OXRDSUN9F10I","think",-1,"negation","none","no","SWBD"
"SWBD-111","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-112","A2EOOF9D135HQ1","think",-1,"negation","none","no","SWBD"
"SWBD-112","A110KENBXU7SUJ","think",0,"negation","none","no","SWBD"
"SWBD-112","ANV8C2DATCAPB","think",-3,"negation","none","no","SWBD"
"SWBD-112","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-112","A2WCXJZEXXR60A","think",-2,"negation","none","no","SWBD"
"SWBD-112","A10ECDDI2BYH3K","think",1,"negation","none","no","SWBD"
"SWBD-112","A3GLMBZSG3VU4P","think",-1,"negation","none","no","SWBD"
"SWBD-112","A18LPAFMK1B06K","think",0,"negation","none","no","SWBD"
"SWBD-112","AR1IWBDA7MC86","think",0,"negation","none","no","SWBD"
"SWBD-112","A3F6SDO4GYBE4Y","think",-2,"negation","none","no","SWBD"
"SWBD-113","A2WCXJZEXXR60A","think",-2,"negation","none","no","SWBD"
"SWBD-113","A2EOOF9D135HQ1","think",-2,"negation","none","no","SWBD"
"SWBD-113","A3F6SDO4GYBE4Y","think",-1,"negation","none","no","SWBD"
"SWBD-113","A147F5PJTHOB8A","think",1,"negation","none","no","SWBD"
"SWBD-113","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-113","APGX2WZ59OWDN","think",-1,"negation","none","no","SWBD"
"SWBD-113","AR1IWBDA7MC86","think",-2,"negation","none","no","SWBD"
"SWBD-113","A110KENBXU7SUJ","think",-2,"negation","none","no","SWBD"
"SWBD-114","A36SM7QM8OK3H6","know",-2,"negation","none","yes","SWBD"
"SWBD-114","A2AMQX0BQZXG9N","know",-3,"negation","none","yes","SWBD"
"SWBD-114","A18LPAFMK1B06K","know",-2,"negation","none","yes","SWBD"
"SWBD-114","A2RBF3IIJP15IH","know",-2,"negation","none","yes","SWBD"
"SWBD-114","A3F6SDO4GYBE4Y","know",-1,"negation","none","yes","SWBD"
"SWBD-114","A39GADIK8RLMVC","know",-2,"negation","none","yes","SWBD"
"SWBD-114","AW0MG225VXWCN","know",-1,"negation","none","yes","SWBD"
"SWBD-114","A1GXFMAC759VRM","know",-3,"negation","none","yes","SWBD"
"SWBD-115","A1GXFMAC759VRM","think",-2,"negation","none","no","SWBD"
"SWBD-115","A18LPAFMK1B06K","think",-2,"negation","none","no","SWBD"
"SWBD-115","A2AMQX0BQZXG9N","think",-3,"negation","none","no","SWBD"
"SWBD-115","A27SMEOPKV84VI","think",-3,"negation","none","no","SWBD"
"SWBD-115","A5EU1AQJNC7F2","think",-2,"negation","none","no","SWBD"
"SWBD-115","A1945USNZHTROX","think",-3,"negation","none","no","SWBD"
"SWBD-115","A39GADIK8RLMVC","think",-2,"negation","none","no","SWBD"
"SWBD-115","ASI2B6A3Y556Z","think",-2,"negation","none","no","SWBD"
"SWBD-116","AVI7K876BV3QL","realize",2,"negation","none","yes","SWBD"
"SWBD-116","A39GADIK8RLMVC","realize",3,"negation","none","yes","SWBD"
"SWBD-116","A2WCXJZEXXR60A","realize",3,"negation","none","yes","SWBD"
"SWBD-116","A2LGSV2MKHWA49","realize",3,"negation","none","yes","SWBD"
"SWBD-116","A1V2H0UF94ATWY","realize",2,"negation","none","yes","SWBD"
"SWBD-116","A1GXFMAC759VRM","realize",3,"negation","none","yes","SWBD"
"SWBD-116","APGX2WZ59OWDN","realize",-2,"negation","none","yes","SWBD"
"SWBD-116","A2JP9IKRHNLRPI","realize",3,"negation","none","yes","SWBD"
"SWBD-116","A239EUWY6SNDEZ","realize",3,"negation","none","yes","SWBD"
"SWBD-117","A1EQ2HDHF2WWSY","see",-2,"negation","none","yes","SWBD"
"SWBD-117","A2EOOF9D135HQ1","see",-3,"negation","none","yes","SWBD"
"SWBD-117","A39GADIK8RLMVC","see",-3,"negation","none","yes","SWBD"
"SWBD-117","A3S300T3IVQ2GC","see",-3,"negation","none","yes","SWBD"
"SWBD-117","A2DXEPC4QFV4R1","see",-3,"negation","none","yes","SWBD"
"SWBD-117","A18LPAFMK1B06K","see",-2,"negation","none","yes","SWBD"
"SWBD-117","A1GXFMAC759VRM","see",-3,"negation","none","yes","SWBD"
"SWBD-117","A1945USNZHTROX","see",-3,"negation","none","yes","SWBD"
"SWBD-118","A3VVR8NR3ED04C","say",0,"negation","none","no","SWBD"
"SWBD-118","A36SM7QM8OK3H6","say",-1,"negation","none","no","SWBD"
"SWBD-118","A320QA9HJFUOZO","say",0,"negation","none","no","SWBD"
"SWBD-118","AY9ZVK32I1P1L","say",-1,"negation","none","no","SWBD"
"SWBD-118","A1MJHGH55K3O0","say",0,"negation","none","no","SWBD"
"SWBD-118","APGX2WZ59OWDN","say",-2,"negation","none","no","SWBD"
