"case","fold","factive","embedding","n_ratings","lpd_factivity","lpd_environment","elpd_difference"
642,4,"no","negation",8,-10.1795568488173,-9.88693332712185,0.292623521695452
644,4,"yes","negation",8,-15.1558531026469,-14.810077784974,0.345775317672889
649,4,"no","negation",8,-9.61571222933114,-9.29105588688559,0.324656342445545
655,4,"no","negation",11,-16.2540254389247,-16.0359818701855,0.218043568739205
660,4,"no","negation",10,-18.08715111241,-17.9013519307686,0.185799181641396
671,4,"no","negation",12,-14.3414682848087,-13.9211011034873,0.420367181321406
674,4,"no","negation",11,-19.6319642511314,-19.5181961792823,0.113768071849098
687,4,"yes","negation",9,-16.0395135229377,-15.775080011941,0.264433510996716
693,4,"no","negation",9,-11.2910960853703,-10.9821088946153,0.308987190755039
699,4,"no","negation",11,-20.7510834875317,-20.5218594105282,0.229224077003522
706,4,"yes","negation",12,-22.7751527574708,-22.7800366123536,-0.00488385488272058
714,4,"no","negation",8,-13.3807406427058,-13.9557311962224,-0.57499055351656
720,4,"no","negation",10,-17.0713231014268,-16.9707421524629,0.100580948963916
730,4,"no","negation",11,-17.2981845388702,-16.9837024755011,0.314482063369127
734,4,"no","negation",8,-9.93589454419327,-9.58562696650884,0.350267577684436
737,4,"no","negation",8,-12.1125153447672,-11.8825891583156,0.229926186451516
750,4,"no","negation",10,-21.3558584655197,-21.3502530543878,0.00560541113188862
753,4,"no","negation",8,-11.2628850872187,-11.0076272056448,0.255257881573975
767,4,"no","negation",10,-12.9837038867264,-12.7285968300078,0.255107056718627
773,4,"no","question",8,-12.7715580433544,-12.929636000394,-0.158077957039621
775,4,"no","question",11,-17.6171639737338,-17.9068206306045,-0.289656656870729
781,4,"yes","conditional",11,-19.2669214916806,-19.29637480685,-0.0294533151693948
784,4,"yes","question",8,-13.3600950149193,-13.0505621112835,0.309532903635839
790,4,"no","question",9,-15.1832763193348,-14.4580179952531,0.725258324081699
791,4,"no","question",9,-11.5891398262648,-11.1339917406937,0.455148085571059
795,4,"yes","question",11,-14.5038301457379,-14.5132408009011,-0.0094106551632418
805,4,"no","question",10,-17.0181005208172,-16.2703576505331,0.74774287028406
810,4,"no","question",8,-13.7519094568201,-13.2480251750543,0.503884281765806
825,4,"no","question",9,-13.1772698884616,-12.6804492322345,0.496820656227099
831,4,"no","question",10,-13.6302598610862,-13.0666728119428,0.563587049143379
836,4,"no","question",8,-11.9786714904344,-11.4676628422717,0.511008648162685
838,4,"no","question",10,-13.6981925077846,-13.1527603061949,0.545432201589716
847,4,"no","question",10,-20.180120015219,-19.3715021551336,0.808617860085402
848,4,"no","question",8,-10.42657283084,-9.95933613683245,0.467236694007521
857,4,"yes","negation",8,-14.5799517496871,-14.2175753552386,0.362376394448503
858,4,"no","negation",8,-8.77555761701735,-8.44796352489077,0.327594092126576
859,4,"no","negation",12,-17.753913676905,-17.4585356095765,0.295378067328517
860,4,"no","negation",8,-11.8332191289346,-11.5619865035897,0.271232625344977
861,4,"yes","conditional",8,-14.1535266867813,-14.4047254336508,-0.25119874686958
881,4,"no","negation",11,-18.3050322256194,-18.0847333161203,0.220298909499103
889,4,"no","negation",15,-24.3993865211891,-24.2245413210908,0.174845200098343
895,4,"no","modal",15,-24.8469133890986,-24.5948152192532,0.252098169845404
899,4,"no","negation",15,-23.5381663418306,-23.0955984717306,0.442567870100056
902,4,"yes","negation",15,-22.6286411921382,-22.7770305064064,-0.148389314268165
905,4,"no","modal",15,-24.6026159957547,-24.2780181465657,0.32459784918905
913,4,"no","negation",15,-24.5239937071106,-24.6687453614399,-0.14475165432928
920,4,"no","conditional",18,-25.3833105608894,-25.1859355448629,0.197375016026523
921,4,"no","modal",15,-27.4102852919163,-27.1665201027465,0.2437651891698
922,4,"no","negation",18,-34.1881540043282,-34.0164312462821,0.171722758046151
930,4,"no","negation",15,-28.389901001141,-28.2489839874083,0.140917013732675
933,4,"no","negation",15,-21.933243322863,-21.6706965770129,0.262546745850177
939,4,"no","negation",18,-35.3690411077529,-35.7578590980091,-0.3888179902562
948,4,"no","modal",18,-31.0149597115713,-30.7384474278756,0.276512283695716
949,4,"no","negation",15,-30.4589424605714,-30.1607603776819,0.298182082889483
952,4,"no","negation",15,-25.0286579785163,-24.8555709859672,0.173086992549017
953,4,"no","question",17,-24.3366858941314,-25.2451515841104,-0.908465689979007
958,4,"yes","negation",18,-19.256391858585,-20.0949430459004,-0.83855118731536
959,4,"no","negation",16,-27.3299406255647,-27.2648233464335,0.0651172791311652
964,4,"no","question",15,-31.1256344492886,-31.4861914650182,-0.360557015729576
966,4,"yes","negation",16,-26.5490347128126,-26.3884034435146,0.160631269298019
969,4,"no","conditional",15,-26.0572873933334,-25.8234724951956,0.233814898137798
974,4,"no","negation",17,-27.772800027089,-27.7891242627142,-0.016324235625131
975,4,"no","modal",16,-26.7565478399516,-26.6497335434457,0.106814296505917
976,4,"yes","negation",16,-30.5419325867866,-30.4477927348046,0.0941398519820069
3,5,"no","modal",9,-15.4965681873933,-15.0802453678556,0.416322819537719
10,5,"no","modal",8,-13.8120362128436,-13.7777221708178,0.0343140420257999
11,5,"no","modal",9,-13.8162517749288,-13.4506679288405,0.365583846088313
14,5,"no","modal",8,-12.9215743539636,-12.9338298850972,-0.0122555311335866
26,5,"no","modal",8,-16.5102939771162,-16.018724454442,0.491569522674151
32,5,"no","modal",9,-17.0474862353491,-16.5258870832641,0.521599152085052
34,5,"no","modal",8,-11.9890384027513,-13.5565196998445,-1.56748129709325
35,5,"no","modal",9,-15.3968220254308,-15.3058551241081,0.0909669013226431
41,5,"no","modal",9,-18.7360958958764,-18.1163586877998,0.619737208076646
52,5,"no","negation",9,-18.6477731124291,-19.4087982804002,-0.761025167971088
55,5,"no","negation",9,-9.41359357907389,-8.99779660732057,0.41579697175332
56,5,"no","negation",9,-18.625581956865,-20.0558227283425,-1.43024077147752
61,5,"no","negation",8,-15.278263310368,-16.3586046363949,-1.08034132602691
63,5,"no","negation",9,-10.9779914029569,-10.391924399438,0.586067003518927
67,5,"yes","conditional",8,-12.7783014134998,-12.7681234553075,0.0101779581923491
75,5,"no","negation",8,-11.2072432706626,-11.572546382968,-0.365303112305373
84,5,"no","negation",8,-12.7258347610689,-12.2232380668487,0.50259669422017
87,5,"no","negation",9,-19.0914845138117,-18.9679405848861,0.123543928925592
90,5,"no","negation",8,-13.2978918769955,-14.324177530768,-1.02628565377248
110,5,"yes","negation",9,-18.6123787787328,-18.3354552718638,0.276923506868989
114,5,"yes","negation",9,-12.8383674689551,-13.2101585363481,-0.371791067392994
119,5,"yes","negation",8,-18.4345242005778,-18.3925786070679,0.041945593509837
122,5,"yes","negation",8,-14.5375255406918,-14.4321888143571,0.105336726334759
125,5,"yes","negation",9,-19.5098592848921,-19.0764179152506,0.433441369641486
126,5,"no","negation",8,-15.3415614303129,-15.0231285150162,0.318432915296698
139,5,"yes","conditional",8,-11.737271413903,-11.3757613484065,0.361510065496503
142,5,"yes","negation",8,-8.8797485879257,-8.93159590136642,-0.0518473134407156
146,5,"yes","negation",9,-9.5589580383916,-9.69044135959572,-0.13148332120412
147,5,"yes","negation",8,-2.32181070196086,-3.1139290333505,-0.792118331389636
150,5,"yes","negation",8,-11.7154799732214,-11.7455324143645,-0.0300524411430878
154,5,"yes","negation",8,-11.2781427298793,-11.4481559959203,-0.170013266041023
160,5,"yes","negation",9,-16.1074842784889,-15.859682700618,0.247801577870826
162,5,"no","negation",8,-12.4655944890791,-11.8189629275629,0.646631561516202
175,5,"yes","conditional",9,-20.0661642570628,-21.3278540479206,-1.26168979085787
179,5,"no","negation",9,-17.3715700850475,-18.5348568515344,-1.16328676648691
181,5,"no","conditional",8,-8.15065811235976,-9.40640416859878,-1.25574605623902
182,5,"no","negation",8,-14.9169455448183,-14.5768763409785,0.340069203839821
184,5,"no","negation",9,-15.9911154596124,-15.3345494951378,0.656565964474636
193,5,"no","negation",8,-15.7456527855545,-15.7720026086135,-0.0263498230589931
195,5,"no","conditional",8,-14.4408661869017,-14.2921712697492,0.148694917152428
197,5,"no","negation",8,-16.5964389535522,-17.4367336014656,-0.840294647913332
199,5,"no","negation",8,-15.4494304505362,-15.3999971631066,0.0494332874295242
219,5,"no","negation",8,-13.3143427288395,-13.1201069964655,0.194235732373985
226,5,"no","negation",9,-18.6208727395707,-18.883345749841,-0.26247301027032
232,5,"no","negation",8,-16.2287863137652,-16.3520889696069,-0.123302655841684
236,5,"no","negation",8,-15.7704713743261,-15.7375944492787,0.0328769250474465
239,5,"no","negation",8,-15.9929753380922,-15.9563978260331,0.0365775120590861
240,5,"no","negation",8,-6.22500988948751,-6.00202141286534,0.222988476622172
247,5,"no","negation",8,-14.0048051770175,-13.8437281714622,0.161077005555372
261,5,"no","question",9,-15.375796506874,-15.5123436652753,-0.136547158401299
274,5,"no","question",9,-16.4945423973235,-17.3626826945888,-0.868140297265352
279,5,"yes","question",9,-13.890797081996,-13.3955383757442,0.495258706251825
283,5,"yes","question",8,-10.8495871820424,-10.3704140782689,0.479173103773508
284,5,"yes","question",9,-11.6824028026088,-11.2570247535633,0.425378049045504
285,5,"yes","question",8,-7.25045082782301,-6.61029118621386,0.640159641609149
293,5,"yes","question",9,-10.5226144768981,-10.4554543733651,0.067160103533066
294,5,"yes","question",8,-4.70986327514523,-4.42680173720112,0.283061537944114
296,5,"no","question",9,-16.6339983431598,-16.1367310212882,0.497267321871632
309,5,"yes","question",8,-10.4609333685026,-10.1038033409902,0.357130027512333
317,5,"no","question",9,-12.7730271646436,-12.7793232605948,-0.00629609595119618
326,5,"no","question",8,-12.6943987471029,-12.9977067907686,-0.303308043665615
329,5,"no","question",9,-3.72540454595518,-3.32670895817852,0.398695587776653
330,5,"no","question",8,-12.4209098895947,-12.8073760511556,-0.386466161560882
337,5,"no","conditional",8,-11.7630421294131,-11.5161674451749,0.246874684238154
339,5,"no","conditional",9,-17.6984916605545,-17.5298214909405,0.168670169613996
341,5,"no","conditional",12,-18.6251805054531,-19.6051303402059,-0.979949834752794
346,5,"no","conditional",11,-22.8431318471859,-22.6434509143963,0.199680932789629
351,5,"no","conditional",10,-13.3781769826632,-13.0476350920623,0.330541890600911
355,5,"no","conditional",9,-16.4072186525071,-16.202082525186,0.205136127321115
364,5,"no","conditional",8,-12.4091647281746,-12.3074780367969,0.101686691377697
368,5,"no","conditional",9,-18.6579684874855,-19.0137695685868,-0.355801081101347
375,5,"no","conditional",13,-26.0393198813936,-26.8762306986759,-0.836910817282284
376,5,"no","conditional",10,-17.4053167526226,-16.8649957116993,0.540321040923267
378,5,"no","conditional",8,-13.3824312634138,-13.0711297881441,0.311301475269614
391,5,"no","conditional",8,-13.2674799682553,-12.3810621306922,0.886417837563076
392,5,"no","conditional",9,-13.3627630031229,-13.2261370153922,0.136625987730678
401,5,"no","conditional",8,-15.2060291308566,-14.902516862646,0.303512268210675
405,5,"no","modal",13,-20.1785666206064,-20.145373407822,0.0331932127844148
406,5,"no","modal",10,-18.1693107872608,-18.1100376834311,0.0592731038296463
409,5,"no","modal",8,-15.3067233022842,-14.7589672560201,0.547756046264071
416,5,"yes","modal",8,-6.21050774317755,-6.07330838169599,0.137199361481557
418,5,"no","modal",9,-15.35361612948,-15.8542764114347,-0.5006602819547
419,5,"no","modal",8,-10.0774805022793,-9.60989912265483,0.467581379624503
421,5,"no","modal",9,-13.6380983217706,-13.2148667493367,0.423231572433913
429,5,"yes","modal",9,-13.8711343611997,-13.4058381900175,0.465296171182258
430,5,"yes","modal",8,-14.6459816395027,-14.9103196518123,-0.264338012309622
442,5,"no","modal",8,-13.5518287129822,-13.0094074541888,0.542421258793391
443,5,"no","modal",8,-13.0024307587835,-12.5587403989594,0.443690359824139
455,5,"yes","conditional",8,-11.0608641984348,-11.0999523764885,-0.0390881780536798
472,5,"no","negation",8,-15.8095963867374,-15.5108844169208,0.298711969816596
479,5,"yes","negation",8,-13.3211909624735,-13.0737435008996,0.247447461573902
484,5,"no","negation",10,-20.5347574457075,-19.9159285216535,0.618828924054029
492,5,"yes","negation",12,-24.2557824346956,-23.7987433632292,0.457039071466411
499,5,"no","negation",8,-15.789299737492,-15.6259753620372,0.163324375454808
506,5,"yes","negation",10,-19.7379984390576,-19.456972899559,0.281025539498607
512,5,"no","negation",11,-23.1153707798677,-23.3858863196117,-0.270515539744018
513,5,"no","negation",9,-14.105197400961,-13.9505211782338,0.154676222727133
515,5,"yes","negation",12,-21.8960270442305,-21.8879357370956,0.00809130713498263
519,5,"no","negation",11,-15.0221795001197,-14.8229463583361,0.19923314178363
525,5,"no","negation",8,-8.9436424040803,-8.69177957417543,0.251862829904866
528,5,"no","negation",11,-12.8403111247933,-12.5420234264835,0.298287698309826
535,5,"no","negation",8,-9.82182434294957,-9.53734047561201,0.284483867337553
539,5,"no","negation",9,-18.7358110097775,-18.5181479032151,0.217663106562316
540,5,"no","negation",10,-13.4166140339896,-13.1186971074539,0.297916926535699
551,5,"no","negation",10,-12.86799524086,-12.6113255945192,0.256669646340804
556,5,"no","negation",8,-15.1141370699138,-14.8887010782862,0.22543599162754
558,5,"no","negation",9,-9.86478564148629,-9.5814022813899,0.283383360096384
571,5,"no","negation",12,-17.5886207065424,-17.3852692974423,0.203351409100112
581,5,"no","negation",9,-9.34645406997355,-9.05207693113571,0.294377138837842
587,5,"no","negation",10,-12.1639016749078,-11.9403374659495,0.223564208958342
591,5,"no","negation",12,-22.0341083085718,-21.4903753969706,0.543732911601246
594,5,"no","negation",11,-17.3053371654904,-17.059233742118,0.246103423372457
605,5,"no","negation",9,-13.646365669524,-13.4019016999082,0.244463969615778
606,5,"no","negation",9,-11.3007520595234,-11.0413022544093,0.259449805114125
608,5,"no","negation",10,-23.0359201982273,-23.5843344172035,-0.548414218976205
610,5,"no","negation",8,-9.22744605480156,-8.96397091758092,0.263475137220636
614,5,"yes","negation",8,-14.0736922561168,-13.7292611445442,0.344431111572561
617,5,"yes","negation",8,-11.2185137250464,-10.9081054936524,0.31040823139397
621,5,"no","negation",10,-11.7253539207921,-11.4340544161015,0.291299504690647
622,5,"no","negation",10,-14.3266600089812,-14.0630277059888,0.263632302992361
625,5,"yes","negation",10,-17.0137472697885,-16.6916752804085,0.322071989379964
627,5,"no","negation",11,-16.4827016874903,-16.3776729832397,0.105028704250529
629,5,"yes","negation",11,-20.9470825826057,-20.6232158432811,0.323866739324586
630,5,"no","negation",8,-8.7023957108484,-8.41975891728742,0.282636793560984
631,5,"yes","negation",12,-20.7507904068805,-20.8073188768039,-0.0565284699233679
633,5,"yes","negation",10,-17.5506866463623,-17.1685114223959,0.382175223966435
638,5,"yes","negation",12,-22.7094707437134,-22.6480980487953,0.0613726949180418
648,5,"no","negation",12,-23.1704186648393,-24.0616307596852,-0.891212094845958
652,5,"no","negation",9,-16.0339286603089,-15.9593207477178,0.0746079125910857
654,5,"yes","modal",9,-14.4928549693124,-14.5215818854713,-0.0287269161589325
656,5,"yes","negation",9,-21.3750851526414,-21.3888124701462,-0.0137273175048307
662,5,"no","negation",10,-14.5439517356308,-14.3462716698222,0.197680065808647
672,5,"no","negation",10,-17.1521402997087,-16.8569081135342,0.29523218617453
673,5,"no","negation",10,-11.9205705281203,-11.5867957567403,0.333774771379973
683,5,"no","negation",8,-12.0236993105927,-11.8216153252518,0.202083985340806
685,5,"no","negation",9,-20.0187974760091,-20.3994973659991,-0.380699889989909
695,5,"yes","negation",8,-18.464834012462,-18.0987958763252,0.366038136136794
697,5,"no","negation",8,-13.3986281316435,-13.1771905186445,0.221437612999001
698,5,"yes","modal",10,-18.4048979265191,-18.3238331034929,0.0810648230261819
701,5,"no","negation",11,-14.5098025240975,-14.3190942864165,0.190708237681088
703,5,"yes","negation",11,-21.3246806820293,-21.134232559812,0.190448122217283
707,5,"no","negation",8,-9.09819294914007,-8.86035431029119,0.23783863884888
727,5,"no","negation",12,-19.3169656144858,-19.1022140182212,0.214751596264559
728,5,"no","negation",8,-10.1541178602994,-9.93322724102442,0.22089061927502
741,5,"yes","negation",8,-16.5788448772937,-16.5252747139279,0.0535701633657908
745,5,"no","negation",9,-11.9107605024358,-11.6847880413262,0.225972461109555
747,5,"no","negation",9,-16.0408499054467,-15.2775660818456,0.763283823601128
749,5,"no","negation",10,-17.6445384489174,-17.4938571602921,0.150681288625304
752,5,"no","negation",9,-10.2842261182522,-9.96898113477922,0.315244983472962
754,5,"no","negation",9,-14.2887500276119,-13.993646523462,0.295103504149935
758,5,"no","negation",10,-20.0993024485674,-19.6564307830717,0.442871665495709
761,5,"no","negation",8,-16.2030100979615,-16.4506911179242,-0.247681019962648
771,5,"no","question",12,-22.6173028316939,-21.7810602474422,0.836242584251657
778,5,"no","question",8,-10.3163706889206,-9.83162775660524,0.484742932315386
779,5,"yes","question",8,-9.07197313864584,-9.03714490267725,0.0348282359685896
793,5,"no","question",8,-11.9342643370445,-11.4172656444097,0.516998692634717
797,5,"no","question",11,-17.8918740256048,-17.7917656265827,0.100108399022112
807,5,"no","question",10,-15.4250299842337,-14.8676639007061,0.55736608352762
815,5,"no","question",11,-15.7641871787532,-15.1950783593662,0.569108819387022
818,5,"no","question",8,-12.1219866228843,-11.7731127865415,0.348873836342715
822,5,"no","question",8,-15.0570759164674,-14.4903258287424,0.56675008772503
823,5,"no","question",9,-14.8930398061447,-14.862335368094,0.0307044380507033
824,5,"no","question",9,-12.866507181388,-12.3262754941809,0.540231687207081
826,5,"no","question",12,-20.2298656338691,-20.2569911119572,-0.0271254780880561
827,5,"no","question",11,-18.7247169731724,-18.1474836683186,0.577233304853841
828,5,"no","question",9,-11.4415293332382,-10.9802997641732,0.461229569065086
835,5,"no","question",8,-12.0227731220623,-11.5099661808736,0.512806941188652
840,5,"no","question",10,-14.5893998664178,-14.1351499697026,0.454249896715256
852,5,"no","negation",11,-25.4587789403015,-25.9688803576033,-0.510101417301801
862,5,"no","negation",11,-15.5549475315765,-15.3530904367717,0.201857094804733
863,5,"yes","negation",8,-12.9975169955999,-12.6823241157129,0.315192879887054
867,5,"no","negation",8,-14.7983307120093,-14.6928409347592,0.105489777250076
871,5,"no","negation",12,-16.6865832551638,-16.5312794837883,0.155303771375529
872,5,"yes","conditional",10,-15.8371669135726,-15.7842702593712,0.0528966542014686
874,5,"yes","negation",12,-23.5453818693094,-23.3727071008365,0.172674768472898
884,5,"no","negation",17,-29.0978591799939,-29.2640084649436,-0.166149284949732
888,5,"no","modal",15,-25.1135963171972,-24.7206411389066,0.392955178290645
891,5,"no","negation",15,-27.023164696506,-26.6997850388713,0.32337965763471
896,5,"no","modal",15,-27.0898255241044,-26.8730668794425,0.216758644661876
910,5,"no","question",15,-29.6646073214634,-30.0626026003421,-0.397995278878721
911,5,"no","negation",15,-20.3958888278064,-19.889370441511,0.506518386295436
915,5,"no","question",15,-32.9767631598665,-32.3482274359182,0.628535723948247
918,5,"no","negation",18,-32.0526882285052,-31.9805187386952,0.0721694898100509
925,5,"no","negation",15,-25.4523101197375,-25.7040779651672,-0.251767845429693
936,5,"no","negation",15,-21.6888067071975,-21.2216894845691,0.467117222628353
941,5,"no","negation",16,-26.1592487942194,-25.8405950656189,0.318653728600417
946,5,"no","negation",16,-27.2088118247093,-27.276785426614,-0.0679736019046686
951,5,"no","conditional",16,-25.1770050874988,-24.5420425144406,0.634962573058232
957,5,"no","negation",15,-32.1069170812728,-32.1335533718088,-0.0266362905360253
961,5,"no","negation",15,-27.5186679812515,-27.5479101693728,-0.0292421881212839
963,5,"yes","negation",16,-16.9993299671918,-16.9515755426771,0.0477544245146966
970,5,"no","modal",15,-26.3459819945555,-26.1861584493941,0.159823545161405
971,5,"no","question",15,-23.7217403451119,-23.2795081319456,0.442232213166307
981,5,"no","negation",15,-27.6665919533273,-27.3363556894178,0.330236263909452
