sentence_id,sentence_text,wh_word,wh_lemma,wh_pos,wh_feats,wh_position,gap_position,gap_word,gap_lemma,gap_pos,linear_distance,deprel,deprel_subtype,enhanced_deps,num_enhanced_deps,intervening_clauses,direction
6916,"When China's currency ceases to be undervalued, American shoppers in Wal-Mart, where 70 percent of the goods on the shelves are made in China, will think they are in Neiman Marcus.",where,where,ADV,PronType=Rel,17,27,made,make,VERB,10,advmod,NONE,15:ref,1,0,forward
6925,"The last three years of the Iraq occupation, however, have sapped this confidence.",however,however,ADV,_,10,13,sapped,sap,VERB,3,advmod,NONE,13:advmod,1,0,forward
6928,Soldiers with vital training and know-how are refusing to re-enlist.,how,how,NOUN,Number=Sing,8,4,training,training,NOUN,4,conj,NONE,1:nmod:with;4:conj:and,2,0,backward
6938,The question must be put as directly as possible: what manner of maniac would undertake a path so fraught with peril and potential economic catastrophe?,what,what,DET,PronType=Int,11,12,manner,manner,NOUN,1,det,NONE,12:det,1,0,forward
6939,"It is difficult to imagine a justification for any action that could envelop the United States in a military and economic conflict with Iraq, Iran, Syria and China simultaneously.",that,that,PRON,PronType=Rel,11,13,envelop,envelop,VERB,2,nsubj,NONE,10:ref,1,0,forward
6944,"The dangers implicit in any attack upon that nation, however, seem to significantly offset whatever gains could be made in the so-called ""War on Terror.""",however,however,ADV,_,11,13,seem,seem,VERB,2,advmod,NONE,13:advmod,1,0,forward
6944,"The dangers implicit in any attack upon that nation, however, seem to significantly offset whatever gains could be made in the so-called ""War on Terror.""",whatever,whatever,DET,PronType=Rel,17,18,gains,gain,NOUN,1,det,NONE,18:det,1,0,forward
6946,What manner of maniac would undertake such a dangerous course?,What,what,DET,PronType=Int,1,2,manner,manner,NOUN,1,det,NONE,2:det,1,0,forward
6949,Recall the multiple terror threats lobbed out by the administration whenever damaging political news appeared in the media.,whenever,whenever,ADV,PronType=Rel,11,6,lobbed,lob,VERB,5,advmod,NONE,6:advmod;15:advmod,2,0,backward
6953,"What kind of political cover would be gained from an attack on Iran, and from the diversion of attention to that attack?",What,what,DET,PronType=Int,1,2,kind,kind,NOUN,1,det,NONE,2:det,1,0,forward
6960,"By Graydon Carter (excepted from ""What We've Lost"", published by Little Brown)",What,what,PRON,PronType=Int,8,11,Lost,lose,VERB,3,obj,NONE,11:obj,1,0,forward
6963,408 - Number of species that could be extinct by 2050 if the global-warming trend continues.,that,that,PRON,PronType=Rel,6,9,extinct,extinct,ADJ,3,nsubj,NONE,5:ref,1,0,forward
6967,"68 - Number of days after taking office that Bush decided Not to ratify the Kyoto Protocol, the international treaty to reduce greenhouse gases by roughly 5.2 per cent below 1990 levels by 2012.",that,that,PRON,PronType=Rel,9,11,decided,decide,VERB,2,obl:unmarked,unmarked,5:ref,1,0,forward
6971,53 - Number of days after taking office that Bush reneged on his campaign promise to regulate carbon dioxide emissions from power plants.,that,that,PRON,PronType=Rel,9,11,reneged,renege,VERB,2,obl:unmarked,unmarked,5:ref,1,0,forward
6976,"31 - Number of Bush administration appointees who are alumni of the energy industry (includes four cabinet secretaries, the six most powerful White House officials, and more than 20 other high-level appointees).",who,who,PRON,PronType=Rel,8,10,alumni,alumnus,NOUN,2,nsubj,NONE,7:ref,1,0,forward
6977,"50= Approximate number of policy changes and regulation rollbacks injurious to the environment that have been announced by the Bush administration on Fridays after 5pm, a time that makes it all but impossible for news organisations to relay the information to the widest possible audience.",that,that,PRON,PronType=Rel,15,18,announced,announce,VERB,3,nsubj:pass,pass,7:ref,1,0,forward
6977,"50= Approximate number of policy changes and regulation rollbacks injurious to the environment that have been announced by the Bush administration on Fridays after 5pm, a time that makes it all but impossible for news organisations to relay the information to the widest possible audience.",that,that,PRON,PronType=Rel,31,32,makes,make,VERB,1,nsubj,NONE,30:ref,1,0,forward
6981,$6.1m - Amount the EPA historically valued each human life when conducting economic analyses of proposed regulations.,when,when,ADV,PronType=Int,13,14,conducting,conduct,VERB,1,advmod,NONE,14:advmod,1,0,forward
6982,$3.7m - Amount the EPA valued each human life when conducting analyses of proposed regulations during the Bush administration.,when,when,ADV,PronType=Int,12,13,conducting,conduct,VERB,1,advmod,NONE,13:advmod,1,0,forward
6985,6 - Number of months before 11 September that Cheney's Energy Task Force investigated Iraq's oil reserves.,that,that,PRON,PronType=Rel,9,15,investigated,investigate,VERB,6,obl:unmarked,unmarked,5:ref,1,0,forward
6986,2 - Percentage of the world's population that is British.,that,that,PRON,PronType=Rel,9,11,British,British,ADJ,2,nsubj,NONE,3:ref,1,0,forward
6988,5 - Percentage of the world's population that is American.,that,that,PRON,PronType=Rel,9,11,American,American,ADJ,2,nsubj,NONE,3:ref,1,0,forward
6991,"24,000 - Estimated number of premature deaths that will occur under Bush's Clear Skies initiative.",that,that,PRON,PronType=Rel,8,10,occur,occur,VERB,2,nsubj,NONE,7:ref,1,0,forward
6996,270 - Estimated number of court decisions citing federal Negligence in endangered-species protection that remained unheeded during the first year of the Bush administration.,that,that,PRON,PronType=Rel,16,17,remained,remain,VERB,1,nsubj,NONE,7:ref,1,0,forward
6997,100 - Percentage of those decisions that Bush then decided to allow the government to ignore indefinitely.,that,that,PRON,PronType=Rel,7,16,ignore,ignore,VERB,9,obj,NONE,3:ref,1,4,forward
6998,"50- Percentage of screened workers at Ground Zero who now suffer from long-term health problems, almost half of whom don't have health insurance.",who,who,PRON,PronType=Rel,10,12,suffer,suffer,VERB,2,nsubj,NONE,6:ref,1,0,forward
6998,"50- Percentage of screened workers at Ground Zero who now suffer from long-term health problems, almost half of whom don't have health insurance.",whom,whom,PRON,PronType=Rel,23,21,half,half,NOUN,2,nmod,NONE,6:ref,1,0,backward
6999,78 - Percentage of workers at Ground Zero who now suffer from lung ailments.,who,who,PRON,PronType=Rel,9,11,suffer,suffer,VERB,2,nsubj,NONE,3:ref,1,0,forward
7000,"88 - Percentage of workers at Ground Zero who Now suffer from ear, nose, or throat problems.",who,who,PRON,PronType=Rel,9,11,suffer,suffer,VERB,2,nsubj,NONE,3:ref,1,0,forward
7001,"22 - Asbestos levels at Ground Zero were 22 times higher than the levels in Libby, Montana, where the W R Grace mine produced one of the worst Superfund disasters in US history.",where,where,ADV,PronType=Rel,20,26,produced,produce,VERB,6,advmod,NONE,16:ref,1,0,forward
7002,1 - Number of Bush administration public statements on National security issued between 20 January 2001 and 10 September 2001 that mentioned al-Qa'ida.,that,that,PRON,PronType=Rel,21,22,mentioned,mention,VERB,1,nsubj,NONE,8:ref,1,0,forward
7003,104 - Number of Bush administration public statements on National security and defense in the same period that mentioned Iraq or Saddam Hussein.,that,that,PRON,PronType=Rel,18,19,mentioned,mention,VERB,1,nsubj,NONE,8:ref,1,0,forward
7004,101 - Number of Bush administration public statements on National security and defense in the same period that mentioned missile defence.,that,that,PRON,PronType=Rel,18,19,mentioned,mention,VERB,1,nsubj,NONE,8:ref,1,0,forward
7005,65 - Number of Bush administration public statements on National security and defense in the same period that mentioned weapons of mass destruction.,that,that,PRON,PronType=Rel,18,19,mentioned,mention,VERB,1,nsubj,NONE,8:ref,1,0,forward
7007,73 - Number of times that Bush mentioned terrorism or terrorists in his three State of the Union addresses.,that,that,PRON,PronType=Rel,6,8,mentioned,mention,VERB,2,obl:unmarked,unmarked,5:ref,1,0,forward
7012,79 - Percentage of the 11 September hijackers who came from Saudi Arabia.,who,who,PRON,PronType=Rel,9,10,came,come,VERB,1,nsubj,NONE,3:ref,1,0,forward
7013,"3 = Number of 11 September hijackers whose entry visas came through special US-Saudi ""Visa Express"" programme.",whose,whose,PRON,Poss=Yes|PronType=Rel,8,10,visas,visa,NOUN,2,nmod:poss,poss,7:ref,1,0,forward
7015,"14 - Number of Immigration and Naturalisation Service (INS) agents assigned to track down 1,200 known illegal immigrants in the United States from countries where al-Qa'ida is active.",where,where,ADV,PronType=Rel,27,32,active,active,ADJ,5,advmod,NONE,26:ref,1,0,forward
7019,$50m - Amount granted to the commission that looked into the Columbia space shuttle crash.,that,that,PRON,PronType=Rel,10,11,looked,look,VERB,1,nsubj,NONE,9:ref,1,0,forward
7023,"1972 - Year that Bush walked away from his pilot duties in the Texas National Guard, Nearly two years before his six-year obligation was up.",that,that,PRON,PronType=Rel,4,6,walked,walk,VERB,2,obl:unmarked,unmarked,3:ref,1,0,forward
7024,"$3,500 - Reward a group of veterans offered in 2000 for anyone who could confirm Bush's Alabama guard service.",who,who,PRON,PronType=Rel,14,16,confirm,confirm,VERB,2,nsubj,NONE,13:ref,1,0,forward
7025,600-700 - Number of guardsmen who were in Bush's unit during that period.,who,who,PRON,PronType=Rel,8,13,unit,unit,NOUN,5,nsubj,NONE,7:ref,1,0,forward
7026,0 - Number of guardsmen from that period who came forward with information about Bush's guard service.,who,who,PRON,PronType=Rel,9,10,came,come,VERB,1,nsubj,NONE,5:ref,1,0,forward
7027,"0 - Number of minutes that President Bush, Vice-President Dick Cheney, the Defence Secretary, Donald Rumsfeld, the assistant Defence Secretary, Paul Wolfowitz, the former chairman of the Defence Policy Board, Richard Perle, and the White House Chief of Staff, Karl Rove - the main proponents of the war in Iraq -served in combat (combined).",that,that,PRON,PronType=Rel,6,63,served,serve,VERB,57,obl:unmarked,unmarked,5:ref,1,0,forward
7028,0 - Number of principal civilian or Pentagon staff members who planned the war who have immediate family members serving in uniform in Iraq.,who,who,PRON,PronType=Rel,11,12,planned,plan,VERB,1,nsubj,NONE,10:ref,1,0,forward
7028,0 - Number of principal civilian or Pentagon staff members who planned the war who have immediate family members serving in uniform in Iraq.,who,who,PRON,PronType=Rel,15,16,have,have,VERB,1,nsubj,NONE,10:ref,1,0,forward
7029,8 - Number of members of the US Senate and House of Representatives who have a child serving in the military.,who,who,PRON,PronType=Rel,14,15,have,have,VERB,1,nsubj,NONE,5:ref,1,0,forward
7030,"10 - Number of days that the Pentagon spent investigating a soldier who had called the President ""a joke"" in a letter to the editor of a Newspaper.",that,that,PRON,PronType=Rel,6,9,spent,spend,VERB,3,obj,NONE,5:ref,1,0,forward
7030,"10 - Number of days that the Pentagon spent investigating a soldier who had called the President ""a joke"" in a letter to the editor of a Newspaper.",who,who,PRON,PronType=Rel,13,15,called,call,VERB,2,nsubj,NONE,12:ref,1,0,forward
7033,2 - Number of Nations that George Bush has attacked and taken over since coming into office.,that,that,PRON,PronType=Rel,6,10,attacked,attack,VERB,4,obj,NONE,5:ref,1,0,forward
7035,43 - Percentage of the entire world's military spending that the US spends on defence.,that,that,PRON,PronType=Rel,11,14,spends,spend,VERB,3,obj,NONE,3:ref,1,0,forward
7039,"1983 - The year in which Donald Rumsfeld, Ronald Reagan's special envoy to the Middle East, gave Saddam Hussein a pair of golden spurs as a gift.",which,which,PRON,PronType=Rel,6,20,gave,give,VERB,14,obl,NONE,4:ref,1,0,forward
7040,"2.5 - Number of hours after Rumsfeld learnt that Osama bin Laden was a suspect in the 11 September attacks that he brought up reasons to ""hit"" Iraq.",that,that,PRON,PronType=Rel,21,23,brought,bring,VERB,2,obl:unmarked,unmarked,5:ref,1,0,forward
7042,"10m - Estimated number of people worldwide who took to the streets on 21 February 2003, in opposition to the invasion of Iraq, the largest simultaneous protest in world history.",who,who,PRON,PronType=Rel,9,10,took,take,VERB,1,nsubj,NONE,7:ref,1,0,forward
7047,"2000 - Year that Cheney said his policy as CEO of Halliburton oil services company was ""we wouldn't do anything in Iraq"".",that,that,PRON,PronType=Rel,4,6,said,say,VERB,2,obl:unmarked,unmarked,3:ref,1,0,forward
7052,35 - Number of countries to which the United States suspended military assistance after they failed to sign agreements giving Americans immunity from prosecution before the International Criminal Court.,which,which,PRON,PronType=Rel,7,11,suspended,suspend,VERB,4,obl,NONE,5:ref,1,0,forward
7055,55 - Percentage of the Iraqi workforce who were unemployed before the war.,who,who,PRON,PronType=Rel,8,10,unemployed,unemployed,ADJ,2,nsubj,NONE,3:ref,1,0,forward
7056,80 - Percentage of the Iraqi workforce who are unemployed a Year after the war.,who,who,PRON,PronType=Rel,8,10,unemployed,unemployed,ADJ,2,nsubj,NONE,3:ref,1,0,forward
7059,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to be photographed.,that,that,PRON,PronType=Rel,11,16,permitted,permit,VERB,5,obj,NONE,5:ref,1,0,forward
7060,0 - Number of memorial services for the returned dead that Bush has attended since the beginning of the war.,that,that,PRON,PronType=Rel,11,14,attended,attend,VERB,3,obj,NONE,6:ref,1,0,forward
7064,62 - Percentage of gas masks that army investigators discovered did Not work properly in autumn 2002.,that,that,PRON,PronType=Rel,7,13,work,work,VERB,6,nsubj,NONE,3:ref,1,1,forward
7065,90 - Percentage of detectors which give early warning of a biological weapons attack found to be defective.,which,which,PRON,PronType=Rel,6,7,give,give,VERB,1,nsubj,NONE,5:ref,1,0,forward
7074,76 - Percentage of 215 cities surveyed by the US Conference of Mayors in early 2004 that had yet to receive a dime in federal homeland security assistance for their first-response units.,that,that,PRON,PronType=Rel,17,18,had,have,VERB,1,nsubj,NONE,3:ref,1,0,forward
7075,5 - Number of major US airports at the beginning of 2004 that the Transportation Security Administration admitted were Not fully screening baggage electronically.,that,that,PRON,PronType=Rel,13,22,screening,screen,VERB,9,nsubj,NONE,7:ref,1,1,forward
7076,"22,600 - Number of planes carrying unscreened cargo that fly into New York each month.",that,that,PRON,PronType=Rel,9,10,fly,fly,VERB,1,nsubj,NONE,5:ref,1,0,forward
7077,"5 - Estimated Percentage of US air cargo that is screened, including cargo transported on passenger planes.",that,that,PRON,PronType=Rel,9,11,screened,screen,VERB,2,nsubj:pass,pass,4:ref,1,0,forward
7078,95 - Percentage of foreign goods that arrive in the United States by sea.,that,that,PRON,PronType=Rel,7,8,arrive,arrive,VERB,1,nsubj,NONE,3:ref,1,0,forward
7084,100 - Number of US chemical plants where a terrorist act could endanger the lives of more than one million people.,where,where,ADV,PronType=Rel,8,13,endanger,endanger,VERB,5,advmod,NONE,7:ref,1,0,forward
7085,"0 - Number of new drugs or vaccines against ""priority pathogens"" listed by the Centres for Disease Control that have been developed and introduced since 11 September 2001.",that,that,PRON,PronType=Rel,21,24,developed,develop,VERB,3,nsubj:pass,pass,6:ref,1,0,forward
7090,10 - Number of fellow members from the Yale secret society Skull and Bones that Bush has named to important positions (including the Associate Attorney General Robert McCallum Jr. and SEC chief Bill Donaldson).,that,that,PRON,PronType=Rel,15,18,named,name,VERB,3,obj,NONE,6:ref,1,0,forward
7091,79 - Number of Bush's initial 189 appointees who also served in his father's administration.,who,who,PRON,PronType=Rel,10,12,served,serve,VERB,2,nsubj,NONE,9:ref,1,0,forward
7096,"Pioneers were assigned numbers, which were included on all cheques, enabling the campaign to keep track of who raised how much.)",which,which,PRON,PronType=Rel,6,8,included,include,VERB,2,nsubj:pass,pass,4:ref,1,0,forward
7096,"Pioneers were assigned numbers, which were included on all cheques, enabling the campaign to keep track of who raised how much.)",who,who,PRON,PronType=Int,20,21,raised,raise,VERB,1,nsubj,NONE,21:nsubj,1,0,forward
7096,"Pioneers were assigned numbers, which were included on all cheques, enabling the campaign to keep track of who raised how much.)",how,how,ADV,PronType=Int,22,23,much,much,ADJ,1,advmod,NONE,23:advmod,1,0,forward
7098,4.7m - Number of bankruptcies that were declared during Bush's first three years in office.,that,that,PRON,PronType=Rel,7,9,declared,declare,VERB,2,nsubj:pass,pass,6:ref,1,0,forward
7101,$5.6t - Projected national surplus forecast by the end of the decade when Bush took office in 2001.,when,when,ADV,PronType=Int,15,17,took,take,VERB,2,advmod,NONE,17:advmod,1,0,forward
7104,87 - Percentage of American families in April 2004 who say they have felt no benefit from Bush's tax cuts.,who,who,PRON,PronType=Rel,10,11,say,say,VERB,1,nsubj,NONE,3:ref,1,0,forward
7105,39 - Percentage of tax cuts that will go to the top 1 per cent of American families when fully phased in.,that,that,PRON,PronType=Rel,7,9,go,go,VERB,2,nsubj,NONE,3:ref,1,0,forward
7105,39 - Percentage of tax cuts that will go to the top 1 per cent of American families when fully phased in.,when,when,ADV,PronType=Int,19,21,phased,phase,VERB,2,advmod,NONE,21:advmod,1,0,forward
7106,49 - Percentage of Americans in April 2004 who found that their taxes had actually gone up since Bush took office.,who,who,PRON,PronType=Rel,9,10,found,find,VERB,1,nsubj,NONE,3:ref,1,0,forward
7107,88 - Percentage of American families who will save less than $100 on their 2006 federal taxes as a result of 2003 cut in capital gains and dividends taxes.,who,who,PRON,PronType=Rel,7,9,save,save,VERB,2,nsubj,NONE,3:ref,1,0,forward
7111,2.3m - Number of Americans who lost their jobs during first three Years of the Bush administration.,who,who,PRON,PronType=Rel,7,8,lost,lose,VERB,1,nsubj,NONE,6:ref,1,0,forward
7116,"35m - Number of Americans that the government defines as ""food insecure,"" in other words, hungry.",that,that,PRON,PronType=Rel,7,10,defines,define,VERB,3,obj,NONE,6:ref,1,0,forward
7117,$300m - Amount cut from the federal programme that provides subsidies to poor families so they can heat their homes.,that,that,PRON,PronType=Rel,11,12,provides,provide,VERB,1,nsubj,NONE,10:ref,1,0,forward
7125,"30 - Length of time in months between Enron's collapse and Lay (whom the President called ""Kenny Boy"") still not being charged with a crime.",whom,whom,PRON,PronType=Rel,15,18,called,call,VERB,3,obj,NONE,13:ref,1,0,forward
7128,46 - Percentage of Republican federal judges when Bush came to office.,when,when,ADV,PronType=Int,8,10,came,come,VERB,2,advmod,NONE,10:advmod,1,0,forward
7130,33 - Percentage of the $15bn Bush pledged to fight Aids in Africa that must go to abstinence-only programmes.,that,that,PRON,PronType=Rel,16,18,go,go,VERB,2,nsubj,NONE,3:ref,1,0,forward
7132,"680 - Number of suspected al-Qa'ida members that the United States admits are detained at Guantánamo Bay, Cuba.",that,that,PRON,PronType=Rel,10,16,detained,detain,VERB,6,nsubj:pass,pass,9:ref,1,1,forward
7139,2.4m - Number of Americans who lost their health insurance during Bush's first year in office.,who,who,PRON,PronType=Rel,7,8,lost,lose,VERB,1,nsubj,NONE,6:ref,1,0,forward
7146,85- Percentage of Indonesians who had an unfavourable image of the United States in 2003.,who,who,PRON,PronType=Rel,6,7,had,have,VERB,1,nsubj,NONE,3:ref,1,0,forward
7148,90 - Percentage of Americans who approved of the way Bush was handling his job as president on 26 September 2001.,who,who,PRON,PronType=Rel,6,7,approved,approve,VERB,1,nsubj,NONE,3:ref,1,0,forward
7149,67 - Percentage of Americans who approved of the way Bush was handling his job as president on 26 September 2002.,who,who,PRON,PronType=Rel,6,7,approved,approve,VERB,1,nsubj,NONE,3:ref,1,0,forward
7150,"54 - Percentage of Americans who approved of the way Bush was handling his job as president on 30 September, 2003.",who,who,PRON,PronType=Rel,6,7,approved,approve,VERB,1,nsubj,NONE,3:ref,1,0,forward
7151,50 - Percentage of Americans who approved of the way Bush was handling his job as president on 15 October 2003.,who,who,PRON,PronType=Rel,6,7,approved,approve,VERB,1,nsubj,NONE,3:ref,1,0,forward
7152,49 - Percentage of Americans who approved of the way Bush was handling his job as president in May 2004.,who,who,PRON,PronType=Rel,6,7,approved,approve,VERB,1,nsubj,NONE,3:ref,1,0,forward
7159,No fool when it comes to the press,when,when,ADV,PronType=Int,3,5,comes,come,VERB,2,advmod,NONE,5:advmod,1,0,forward
7160,"11 - Number of press conferences during his first three years in office in which Bush referred to questions as being ""trick"" ones.",which,which,PRON,PronType=Rel,15,17,referred,refer,VERB,2,obl,NONE,6:ref,1,0,forward
7162,3 - Number of companies that control the US voting technology market.,that,that,PRON,PronType=Rel,6,7,control,control,VERB,1,nsubj,NONE,5:ref,1,0,forward
7163,"52 - Percentage of votes cast during the 2002 midterm elections that were recorded by Election Systems & Software, the largest voting-technology firm, a big Republican donor.",that,that,PRON,PronType=Rel,12,14,recorded,record,VERB,2,nsubj:pass,pass,3:ref,1,0,forward
7164,29 - Percentage of votes that will be cast via computer voting machines that don't produce a paper record.,that,that,PRON,PronType=Rel,6,9,cast,cast,VERB,3,nsubj:pass,pass,3:ref,1,0,forward
7164,29 - Percentage of votes that will be cast via computer voting machines that don't produce a paper record.,that,that,PRON,PronType=Rel,14,17,produce,produce,VERB,3,nsubj,NONE,13:ref,1,0,forward
7168,$200m - Amount that the Bush-Cheney 2004 campaign expects to raise by November 2004.,that,that,PRON,PronType=Rel,6,15,raise,raise,VERB,9,obj,NONE,5:ref,1,2,forward
7169,"268 Number of Bush-Cheney fund-raisers who had earned Pioneer status (by raising $100,000 each) as of March 2004.",who,who,PRON,PronType=Rel,10,12,earned,earn,VERB,2,nsubj,NONE,9:ref,1,0,forward
7170,"187 - Number of Bush-Cheney fund-raisers who had earned Ranger status (by raising $200,000 each) as of March 2004.",who,who,PRON,PronType=Rel,11,13,earned,earn,VERB,2,nsubj,NONE,10:ref,1,0,forward
7172,85 - Percentage of Americans who can't Name the Chief Justice of the United States.,who,who,PRON,PronType=Rel,6,9,Name,name,VERB,3,nsubj,NONE,3:ref,1,0,forward
7173,69 - Percentage of Americans who believed the White House's claims in September 2003 that Saddam Hussein was personally involved in the 11 September attacks.,who,who,PRON,PronType=Rel,6,7,believed,believe,VERB,1,nsubj,NONE,3:ref,1,0,forward
7174,"34 - Percentage of Americans who believed in June 2003 that Saddam's ""weapons of mass destruction"" had been found.",who,who,PRON,PronType=Rel,6,7,believed,believe,VERB,1,nsubj,NONE,3:ref,1,0,forward
7175,22- Percentage of Americans who believed in May 2003 that Saddam had used his WMDs on US forces.,who,who,PRON,PronType=Rel,6,7,believed,believe,VERB,1,nsubj,NONE,3:ref,1,0,forward
7176,"85 - Percentage of American young adults who cannot find Afghanistan, Iraq, or Israel on a map.",who,who,PRON,PronType=Rel,8,11,find,find,VERB,3,nsubj,NONE,3:ref,1,0,forward
7177,30 - Percentage of American young adults who cannot find the Pacific Ocean on a map.,who,who,PRON,PronType=Rel,8,11,find,find,VERB,3,nsubj,NONE,3:ref,1,0,forward
7178,75 - Percentage of American young adults who don't know the population of the United States.,who,who,PRON,PronType=Rel,8,11,know,know,VERB,3,nsubj,NONE,3:ref,1,0,forward
7179,53 - Percentage of Canadian young adults who don't know the population of the United States.,who,who,PRON,PronType=Rel,8,11,know,know,VERB,3,nsubj,NONE,3:ref,1,0,forward
7180,11 - Percentage of American young adults who cannot find the United States on a map.,who,who,PRON,PronType=Rel,8,11,find,find,VERB,3,nsubj,NONE,3:ref,1,0,forward
7181,"30 - Percentage of Americans who believe that ""politics and government are too complicated to understand.""",who,who,PRON,PronType=Rel,6,7,believe,believe,VERB,1,nsubj,NONE,3:ref,1,0,forward
7183,70m - Estimated number of Americans who describe themselves as Evangelicals who accept Jesus Christ as their personal saviour and who interpret the Bible as the direct word of God.,who,who,PRON,PronType=Rel,8,9,describe,describe,VERB,1,nsubj,NONE,7:ref,1,0,forward
7183,70m - Estimated number of Americans who describe themselves as Evangelicals who accept Jesus Christ as their personal saviour and who interpret the Bible as the direct word of God.,who,who,PRON,PronType=Rel,13,14,accept,accept,VERB,1,nsubj,NONE,12:ref,1,0,forward
7183,70m - Estimated number of Americans who describe themselves as Evangelicals who accept Jesus Christ as their personal saviour and who interpret the Bible as the direct word of God.,who,who,PRON,PronType=Rel,22,23,interpret,interpret,VERB,1,nsubj,NONE,12:ref,1,0,forward
7184,23m - Number of Evangelicals who voted for Bush in 2000.,who,who,PRON,PronType=Rel,7,8,voted,vote,VERB,1,nsubj,NONE,6:ref,1,0,forward
7185,50m- Number of voters in total who voted for Bush in 2000.,who,who,PRON,PronType=Rel,9,10,voted,vote,VERB,1,nsubj,NONE,6:ref,1,0,forward
7186,46 - Percentage of voters who describe themselves as born-again Christians.,who,who,PRON,PronType=Rel,6,7,describe,describe,VERB,1,nsubj,NONE,3:ref,1,0,forward
7187,"5 - Number of states that do not use the word ""evolution"" in public school science courses.",that,that,PRON,PronType=Rel,6,9,use,use,VERB,3,nsubj,NONE,5:ref,1,0,forward
7198,Can somebody give me the names some collages that do post 18 (degrees or foundation degrees) in either:,that,that,PRON,PronType=Rel,9,10,do,do,VERB,1,nsubj,NONE,8:ref,1,0,forward
7201,No one employs people from Hartpury because of what they received on work experience.,what,what,PRON,PronType=Rel,9,3,employs,employ,VERB,6,obl,NONE,3:obl:because_of;11:obj,2,0,backward
7208,"They'll give you a comprehensive list of all the universities that do the courses you want, plus all the information you need to apply.",that,that,PRON,PronType=Rel,12,13,do,do,VERB,1,nsubj,NONE,11:ref,1,0,forward
7209,"Besides from Pacquiao, what else is The Philipines famous for?",what,what,PRON,PronType=Int,5,10,famous,famous,ADJ,5,obl,NONE,10:obl:for,1,0,forward
7211,"You shouldn't ask this question it's intimidating, if i tell you what people knows about Philippines you will blush, thank god many thinks i'm japanese just because of the way i keep myself, the way i talk and treat people, and the way i dress, so if you don't want nasty, insulting answers especially from those undesirable migrants like puttagenius, caloy, gro science, and irene.",what,what,PRON,PronType=Int,15,17,knows,know,VERB,2,obj,NONE,17:obj,1,0,forward
7212,In fact Philippines is famous to accept people like these people i mentioned whose not filipinos but helping the Philippines to plunge in the pit as they are the rot of the country.,who,who,PRON,PronType=Rel,14,17,filipinos,Filipino,PROPN,3,nsubj,NONE,11:ref,1,0,forward
7216,"I've been given the opportunity to live in Limerick, Ireland, next year as part of my course..if you know about Limerick, what are the pros and cons?",what,what,PRON,PronType=Int,28,4,given,give,VERB,24,parataxis,NONE,4:parataxis,1,5,backward
7218,"The L.I.T is so close to Moyross, yet again the ppl who talk sh*t about Moyross still go there.",who,who,PRON,PronType=Rel,13,14,talk,talk,VERB,1,nsubj,NONE,12:ref,1,0,forward
7230,"you are best to either recover to the standard ROM, or find one that doesn't crash.",that,that,PRON,PronType=Rel,15,18,crash,crash,VERB,3,nsubj,NONE,14:ref,1,0,forward
7242,and how big are they?,how,how,ADV,PronType=Int,2,3,big,big,ADJ,1,advmod,NONE,3:advmod,1,0,forward
7245,when i watched werewolf in london ( great film) that was the only time i saw the yorkshire moors.,when,when,ADV,PronType=Int,1,3,watched,watch,VERB,2,advmod,NONE,3:advmod,1,0,forward
7249,"They can also be very beautiful when the purple heather is out, and they are habitat to much wildlife and many species of wildflowers.",when,when,ADV,PronType=Int,7,12,out,out,ADV,5,advmod,NONE,12:advmod,1,0,forward
7250,I have a western pleasure appy thats really heavy on her left lead at the lope?,that,that,PRON,PronType=Rel,7,10,heavy,heavy,ADJ,3,nsubj,NONE,6:ref,1,0,forward
7253,"How could I work with her to get off her four hand,get balance, and lope smoothly and slowly??",How,how,ADV,PronType=Int,1,4,work,work,VERB,3,advmod,NONE,4:advmod,1,0,forward
7254,"Put on a pair of spurs and before she makes that trot step, it's in the feeling when you feel her think trot, tick her with the spur and lift with your body to keep her moving.",when,when,ADV,PronType=Int,20,22,feel,feel,VERB,2,advmod,NONE,22:advmod,1,0,forward
7259,how has ur experience with it?,how,how,ADV,PronType=Int,1,2,has,have,AUX,1,advmod,NONE,2:advmod,1,0,forward
7272,just want to ask..i have an nikon dslr..im wondering why if i zoom my picture zoom like almost 200-300percent..i can see some dead pixel...is there something wrong with my camera body?,why,why,ADV,PronType=Int,15,31,see,see,VERB,16,advmod,NONE,31:advmod,1,3,forward
7275,please help me..and what should i do to fix this problem?,what,what,PRON,PronType=Int,6,9,do,do,VERB,3,obj,NONE,9:obj,1,0,forward
7282,"There should be a Pixel Mapping function in the menu that will get rid of them, most sensors have a few dead and flipped pixels, some only show up on long exposures.",that,that,PRON,PronType=Rel,11,13,get,get,VERB,2,nsubj,NONE,7:ref,1,0,forward
7302,Not necessarily the restaurant but what you order when you get there and what time you go.,what,what,PRON,PronType=Rel,6,4,restaurant,restaurant,NOUN,2,conj,NONE,4:conj:but;8:obj,2,0,backward
7302,Not necessarily the restaurant but what you order when you get there and what time you go.,when,when,ADV,PronType=Int,9,11,get,get,VERB,2,advmod,NONE,11:advmod,1,0,forward
7302,Not necessarily the restaurant but what you order when you get there and what time you go.,what,what,DET,PronType=Rel,14,15,time,time,NOUN,1,det,NONE,15:det,1,0,forward
